,Disease,Count of Disease Occurrence,Symptom,Diease_Code,Symptom_Code
1002,,,UMLS:C0425251_bedridden^UMLS:C0741453_bedridden,UMLS:C0035078,UMLS:C0425251
1003,,,UMLS:C0015672_fatigue,UMLS:C0035078,UMLS:C0015672
1004,UMLS:C0002895_sickle cell anemia,140.0,UMLS:C1135120_breakthrough pain,UMLS:C0002895,UMLS:C1135120
1005,,,UMLS:C0004604_pain back,UMLS:C0002895,UMLS:C0004604
1006,,,UMLS:C0030193_pain,UMLS:C0002895,UMLS:C0030193
1007,,,UMLS:C0392680_shortness of breath,UMLS:C0002895,UMLS:C0392680
1008,,,UMLS:C1260880_snuffle,UMLS:C0002895,UMLS:C1260880
1009,,,UMLS:C0008031_pain chest,UMLS:C0002895,UMLS:C0008031
1010,,,UMLS:C0000737_pain abdominal,UMLS:C0002895,UMLS:C0000737
1011,,,UMLS:C0019214_hepatosplenomegaly,UMLS:C0002895,UMLS:C0019214
1012,,,UMLS:C0457097_green sputum,UMLS:C0002895,UMLS:C0457097
1013,,,UMLS:C0277797_apyrexial,UMLS:C0002895,UMLS:C0277797
1014,,,UMLS:C0018681_headache,UMLS:C0002895,UMLS:C0018681
1015,UMLS:C0018801_failure heart,138.0,UMLS:C0085619_orthopnea,UMLS:C0018801,UMLS:C0085619
1016,,,UMLS:C0015672_fatigue,UMLS:C0018801,UMLS:C0015672
1017,,,UMLS:C0231807_dyspnea on exertion,UMLS:C0018801,UMLS:C0231807
1018,,,UMLS:C0013404_dyspnea,UMLS:C0018801,UMLS:C0013404
1019,,,UMLS:C0392680_shortness of breath,UMLS:C0018801,UMLS:C0392680
1020,,,UMLS:C0232258_pansystolic murmur,UMLS:C0018801,UMLS:C0232258
1021,,,UMLS:C0240100_jugular venous distention,UMLS:C0018801,UMLS:C0240100
1022,,,UMLS:C0694547_systolic ejection murmur,UMLS:C0018801,UMLS:C0694547
1023,,,UMLS:C0020649_hypotension,UMLS:C0018801,UMLS:C0020649
1024,,,UMLS:C0002962_angina pectoris,UMLS:C0018801,UMLS:C0002962
1025,,,UMLS:C0086439_hypokinesia,UMLS:C0018801,UMLS:C0086439
1026,UMLS:C0041912_upper respiratory infection,135.0,UMLS:C0010200_cough,UMLS:C0041912,UMLS:C0010200
1027,,,UMLS:C0242429_throat sore,UMLS:C0041912,UMLS:C0242429
1028,,,UMLS:C0043144_wheezing,UMLS:C0041912,UMLS:C0043144
1029,,,UMLS:C0392680_shortness of breath,UMLS:C0041912,UMLS:C0392680
1030,,,UMLS:C0553668_labored breathing,UMLS:C0041912,UMLS:C0553668
1031,,,UMLS:C0015967_fever,UMLS:C0041912,UMLS:C0015967
1032,,,UMLS:C0848340_stuffy nose,UMLS:C0041912,UMLS:C0848340
1033,,,UMLS:C0850149_non-productive cough,UMLS:C0041912,UMLS:C0850149
1034,,,UMLS:C1260880_snuffle,UMLS:C0041912,UMLS:C1260880
1035,,,UMLS:C0085632_indifferent mood,UMLS:C0041912,UMLS:C0085632
1036,,,UMLS:C0231872_egophony,UMLS:C0041912,UMLS:C0231872
1037,,,UMLS:C0234866_barking cough,UMLS:C0041912,UMLS:C0234866
1038,,,UMLS:C0521516_polymyalgia,UMLS:C0041912,UMLS:C0521516
1039,,,UMLS:C0008033_pleuritic pain,UMLS:C0041912,UMLS:C0008033
1040,,,UMLS:C0028081_night sweat,UMLS:C0041912,UMLS:C0028081
1041,,,UMLS:C0013404_dyspnea,UMLS:C0041912,UMLS:C0013404
1042,,,UMLS:C0239134_productive cough,UMLS:C0041912,UMLS:C0239134
1043,,,UMLS:C0029053_decreased translucency,UMLS:C0041912,UMLS:C0029053
1044,,,UMLS:C0035508_rhonchus,UMLS:C0041912,UMLS:C0035508
1045,,,UMLS:C0425488_rapid shallow breathing,UMLS:C0041912,UMLS:C0425488
1046,,,UMLS:C0277797_apyrexial,UMLS:C0041912,UMLS:C0277797
1047,,,UMLS:C0237304_noisy respiration,UMLS:C0041912,UMLS:C0237304
1048,,,UMLS:C0264273_nasal discharge present,UMLS:C0041912,UMLS:C0264273
1049,,,UMLS:C0743482_emphysematous change,UMLS:C0041912,UMLS:C0743482
1050,,,UMLS:C0871754_frail,UMLS:C0041912,UMLS:C0871754
1051,,,UMLS:C1511606_cystic lesion,UMLS:C0041912,UMLS:C1511606
1052,,,UMLS:C0436331_symptom aggravating factors,UMLS:C0041912,UMLS:C0436331
1053,,,UMLS:C0578150_hemodynamically stable,UMLS:C0041912,UMLS:C0578150
1054,UMLS:C0019158_hepatitis,133.0,UMLS:C0003962_ascites,UMLS:C0019158,UMLS:C0003962
1055,,,UMLS:C0233308_spontaneous rupture of membranes,UMLS:C0019158,UMLS:C0233308
1056,,,UMLS:C0231835_tachypnea,UMLS:C0019158,UMLS:C0231835
1057,,,UMLS:C0000737_pain abdominal,UMLS:C0019158,UMLS:C0000737
1058,,,UMLS:C0033774_pruritus,UMLS:C0019158,UMLS:C0033774
1059,,,UMLS:C0003123_anorexia,UMLS:C0019158,UMLS:C0003123
1060,,,UMLS:C1096646_transaminitis,UMLS:C0019158,UMLS:C1096646
1061,,,UMLS:C0221151_projectile vomiting,UMLS:C0019158,UMLS:C0221151
1062,,,UMLS:C0085593_chill,UMLS:C0019158,UMLS:C0085593
1063,,,UMLS:C0476273_distress respiratory,UMLS:C0019158,UMLS:C0476273
1064,,,UMLS:C0015967_fever,UMLS:C0019158,UMLS:C0015967
1065,,,UMLS:C0042963_vomiting,UMLS:C0019158,UMLS:C0042963
1066,UMLS:C0020542_hypertension pulmonary,128.0,UMLS:C0392680_shortness of breath,UMLS:C0020542,UMLS:C0392680
1067,,,UMLS:C0271276_Stahli's line,UMLS:C0020542,UMLS:C0271276
1068,,,UMLS:C0581911_heavy legs,UMLS:C0020542,UMLS:C0581911
1069,,,UMLS:C0238844_breath sounds decreased,UMLS:C0020542,UMLS:C0238844
1070,,,UMLS:C0151315_neck stiffness,UMLS:C0020542,UMLS:C0151315
1071,,,UMLS:C0231807_dyspnea on exertion,UMLS:C0020542,UMLS:C0231807
1072,,,UMLS:C0010520_cyanosis,UMLS:C0020542,UMLS:C0010520
1073,,,UMLS:C0020649_hypotension,UMLS:C0020542,UMLS:C0020649
1074,,,UMLS:C0238705_left atrial hypertrophy,UMLS:C0020542,UMLS:C0238705
1075,UMLS:C0011168_deglutition disorder,126.0,UMLS:C0030554_paresthesia,UMLS:C0011168,UMLS:C0030554
1076,,,UMLS:C0231690_titubation,UMLS:C0011168,UMLS:C0231690
1077,,,UMLS:C0013362_dysarthria,UMLS:C0011168,UMLS:C0013362
1078,,,UMLS:C0221150_painful swallowing,UMLS:C0011168,UMLS:C0221150
1079,,,UMLS:C0019825_hoarseness,UMLS:C0011168,UMLS:C0019825
1080,,,UMLS:C0038450_stridor,UMLS:C0011168,UMLS:C0038450
1081,,,UMLS:C0037763_spasm,UMLS:C0011168,UMLS:C0037763
1082,,,UMLS:C0004093_asthenia,UMLS:C0011168,UMLS:C0004093
1083,,,UMLS:C0234979_dysdiadochokinesia,UMLS:C0011168,UMLS:C0234979
1084,,,UMLS:C0004134_ataxia,UMLS:C0011168,UMLS:C0004134
1085,,,UMLS:C1321756_achalasia,UMLS:C0011168,UMLS:C1321756
1086,,,UMLS:C0043096_decreased body weight,UMLS:C0011168,UMLS:C0043096
1087,,,UMLS:C0427008_stiffness,UMLS:C0011168,UMLS:C0427008
1088,,,UMLS:C0221198_lesion,UMLS:C0011168,UMLS:C0221198
1089,,,UMLS:C0748706_side pain,UMLS:C0011168,UMLS:C0748706
1090,UMLS:C0018099_gout,124.0,UMLS:C0600142_hot flush,UMLS:C0018099,UMLS:C0600142
1091,,,UMLS:C0030193_pain,UMLS:C0018099,UMLS:C0030193
1092,,,UMLS:C0332575_redness,UMLS:C0018099,UMLS:C0332575
1093,,,UMLS:C0038999_swelling,UMLS:C0018099,UMLS:C0038999
1094,,,UMLS:C0041834_erythema,UMLS:C0018099,UMLS:C0041834
1095,,,UMLS:C0743482_emphysematous change,UMLS:C0018099,UMLS:C0743482
1096,,,UMLS:C0234233_sore to touch,UMLS:C0018099,UMLS:C0234233
1097,,,UMLS:C0086439_hypokinesia,UMLS:C0018099,UMLS:C0086439
1098,,,UMLS:C0003962_ascites,UMLS:C0018099,UMLS:C0003962
1099,,,UMLS:C0376405_patient non compliance,UMLS:C0018099,UMLS:C0376405
1100,UMLS:C0040034_thrombocytopaenia,123.0,UMLS:C0013491_ecchymosis,UMLS:C0040034,UMLS:C0013491
1101,,,UMLS:C0085702_monocytosis,UMLS:C0040034,UMLS:C0085702
1102,,,UMLS:C0032781_posterior rhinorrhea,UMLS:C0040034,UMLS:C0032781
1103,,,UMLS:C0019080_haemorrhage,UMLS:C0040034,UMLS:C0019080
1104,,,UMLS:C0231835_tachypnea,UMLS:C0040034,UMLS:C0231835
1105,,,UMLS:C0015967_fever,UMLS:C0040034,UMLS:C0015967
1106,,,UMLS:C0033774_pruritus,UMLS:C0040034,UMLS:C0033774
1107,,,UMLS:C0020649_hypotension,UMLS:C0040034,UMLS:C0020649
1108,,,UMLS:C0015672_fatigue,UMLS:C0040034,UMLS:C0015672
1109,UMLS:C0020615_hypoglycemia,122.0,UMLS:C0241526_unresponsiveness,UMLS:C0020615,UMLS:C0241526
1110,,,"UMLS:C0020672_hypothermia, natural",UMLS:C0020615,UMLS:C0020672
1111,,,UMLS:C0542044_incoherent,UMLS:C0020615,UMLS:C0542044
1112,,,UMLS:C0151878_qt interval prolonged,UMLS:C0020615,UMLS:C0151878
1113,,,UMLS:C0311395_lameness^UMLS:C1456822_claudication,UMLS:C0020615,UMLS:C0311395
1114,,,UMLS:C0041657_unconscious state,UMLS:C0020615,UMLS:C0041657
1115,,,UMLS:C0392162_clammy skin,UMLS:C0020615,UMLS:C0392162
1116,,,UMLS:C0032617_polyuria,UMLS:C0020615,UMLS:C0032617
1117,,,UMLS:C0476273_distress respiratory,UMLS:C0020615,UMLS:C0476273
1118,,,UMLS:C0020649_hypotension,UMLS:C0020615,UMLS:C0020649
1119,UMLS:C0032290_pneumonia aspiration,119.0,UMLS:C0264576_mediastinal shift,UMLS:C0032290,UMLS:C0264576
1120,,,UMLS:C0015967_fever,UMLS:C0032290,UMLS:C0015967
1121,,,UMLS:C0009024_clonus,UMLS:C0032290,UMLS:C0009024
1122,,,UMLS:C0856054_mental status changes,UMLS:C0032290,UMLS:C0856054
1123,,,UMLS:C0029053_decreased translucency,UMLS:C0032290,UMLS:C0029053
1124,,,UMLS:C0241526_unresponsiveness,UMLS:C0032290,UMLS:C0241526
1125,,,UMLS:C0277794_extreme exhaustion,UMLS:C0032290,UMLS:C0277794
1126,,,UMLS:C0085628_stupor,UMLS:C0032290,UMLS:C0085628
1127,,,UMLS:C0036572_seizure,UMLS:C0032290,UMLS:C0036572
1128,,,UMLS:C1096646_transaminitis,UMLS:C0032290,UMLS:C1096646
1129,,,UMLS:C0018991_hemiplegia,UMLS:C0032290,UMLS:C0018991
1130,,,UMLS:C0010200_cough,UMLS:C0032290,UMLS:C0010200
1131,,,UMLS:C0232517_gurgle,UMLS:C0032290,UMLS:C0232517
1132,,,UMLS:C0030193_pain,UMLS:C0032290,UMLS:C0030193
1133,,,UMLS:C0011991_diarrhea,UMLS:C0032290,UMLS:C0011991
1134,,,UMLS:C0000737_pain abdominal,UMLS:C0032290,UMLS:C0000737
1135,UMLS:C0009319_colitis,114.0,UMLS:C0015967_fever,UMLS:C0009319,UMLS:C0015967
1136,,,UMLS:C0205400_thicken,UMLS:C0009319,UMLS:C0205400
1137,,,UMLS:C0457097_green sputum,UMLS:C0009319,UMLS:C0457097
1138,,,UMLS:C0042963_vomiting,UMLS:C0009319,UMLS:C0042963
1139,,,UMLS:C0027498_nausea and vomiting,UMLS:C0009319,UMLS:C0027498
1140,,,UMLS:C0541798_awakening early,UMLS:C0009319,UMLS:C0541798
1141,,,UMLS:C0030193_pain,UMLS:C0009319,UMLS:C0030193
1142,,,UMLS:C0027497_nausea,UMLS:C0009319,UMLS:C0027497
1143,,,UMLS:C0085593_chill,UMLS:C0009319,UMLS:C0085593
1144,,,UMLS:C0232726_tenesmus,UMLS:C0009319,UMLS:C0232726
1145,,,UMLS:C0150045_urge incontinence,UMLS:C0009319,UMLS:C0150045
1146,,,UMLS:C0000737_pain abdominal,UMLS:C0009319,UMLS:C0000737
1147,,,UMLS:C0578150_hemodynamically stable,UMLS:C0009319,UMLS:C0578150
1148,UMLS:C1510475_diverticulosis,114.0,UMLS:C1167754_fecaluria,UMLS:C1510475,UMLS:C1167754
1149,,,UMLS:C0009806_constipation,UMLS:C1510475,UMLS:C0009806
1150,,,UMLS:C0549483_abscess bacterial,UMLS:C1510475,UMLS:C0549483
1151,,,UMLS:C0744740_heme positive,UMLS:C1510475,UMLS:C0744740
1152,,,UMLS:C0220870_lightheadedness,UMLS:C1510475,UMLS:C0220870
1153,,,UMLS:C0011991_diarrhea,UMLS:C1510475,UMLS:C0011991
1154,,,UMLS:C0019080_haemorrhage,UMLS:C1510475,UMLS:C0019080
1155,,,UMLS:C0030193_pain,UMLS:C1510475,UMLS:C0030193
1156,,,UMLS:C0221151_projectile vomiting,UMLS:C1510475,UMLS:C0221151
1157,,,UMLS:C0232894_pneumatouria,UMLS:C1510475,UMLS:C0232894
1158,,,UMLS:C1511606_cystic lesion,UMLS:C1510475,UMLS:C1511606
1159,,,UMLS:C0003123_anorexia,UMLS:C1510475,UMLS:C0003123
1160,,,UMLS:C0027497_nausea,UMLS:C1510475,UMLS:C0027497
1161,,,UMLS:C0424000_feeling suicidal,UMLS:C1510475,UMLS:C0424000
1162,,,UMLS:C0150041_feeling hopeless,UMLS:C1510475,UMLS:C0150041
1163,UMLS:C0038663_suicide attempt,114.0,UMLS:C0233762_hallucinations auditory,UMLS:C0038663,UMLS:C0233762
1164,,,UMLS:C0917801_sleeplessness,UMLS:C0038663,UMLS:C0917801
1165,,,UMLS:C0438696_suicidal,UMLS:C0038663,UMLS:C0438696
1166,,,UMLS:C0424230_motor retardation,UMLS:C0038663,UMLS:C0424230
1167,,,UMLS:C0424109_weepiness,UMLS:C0038663,UMLS:C0424109
1168,,,UMLS:C0235198_unable to concentrate,UMLS:C0038663,UMLS:C0235198
1169,,,UMLS:C0234544_todd paralysis,UMLS:C0038663,UMLS:C0234544
1170,,,UMLS:C0233481_worry,UMLS:C0038663,UMLS:C0233481
1171,,,UMLS:C0015672_fatigue,UMLS:C0038663,UMLS:C0015672
1172,,,UMLS:C0040822_tremor,UMLS:C0038663,UMLS:C0040822
1173,,,UMLS:C0740880_alcoholic withdrawal symptoms,UMLS:C0038663,UMLS:C0740880
1174,,,UMLS:C0085631_agitation,UMLS:C0038663,UMLS:C0085631
1175,,,UMLS:C0241526_unresponsiveness,UMLS:C0038663,UMLS:C0241526
1176,,,UMLS:C0312422_blackout,UMLS:C0038663,UMLS:C0312422
1177,,,UMLS:C0424092_withdraw,UMLS:C0038663,UMLS:C0424092
1178,,,UMLS:C1299586_difficulty,UMLS:C0038663,UMLS:C1299586
1179,,,UMLS:C0022107_irritable mood,UMLS:C0038663,UMLS:C0022107
1180,,,UMLS:C0234215_sensory discomfort,UMLS:C0038663,UMLS:C0234215
1181,,,UMLS:C0013144_drowsiness,UMLS:C0038663,UMLS:C0013144
1182,,,UMLS:C0016579_formication,UMLS:C0038663,UMLS:C0016579
1183,,,UMLS:C0041657_unconscious state,UMLS:C0038663,UMLS:C0041657
1184,,,UMLS:C0015967_fever,UMLS:C0038663,UMLS:C0015967
1185,,,UMLS:C0010200_cough,UMLS:C0038663,UMLS:C0010200
1186,UMLS:C0032305_Pneumocystis carinii pneumonia,113.0,UMLS:C0457096_yellow sputum,UMLS:C0032305,UMLS:C0457096
1187,,,UMLS:C0006625_cachexia,UMLS:C0032305,UMLS:C0006625
1188,,,UMLS:C0085593_chill,UMLS:C0032305,UMLS:C0085593
1189,,,UMLS:C0043096_decreased body weight,UMLS:C0032305,UMLS:C0043096
1190,,,UMLS:C0239134_productive cough,UMLS:C0032305,UMLS:C0239134
1191,,,UMLS:C0231528_myalgia,UMLS:C0032305,UMLS:C0231528
1192,,,UMLS:C0011991_diarrhea,UMLS:C0032305,UMLS:C0011991
1193,,,UMLS:C0151315_neck stiffness,UMLS:C0032305,UMLS:C0151315
1194,,,UMLS:C0239133_hacking cough,UMLS:C0032305,UMLS:C0239133
1195,,,UMLS:C1384606_dyspareunia,UMLS:C0032305,UMLS:C1384606
1196,,,UMLS:C0020621_hypokalemia,UMLS:C0032305,UMLS:C0020621
1197,,,UMLS:C0231807_dyspnea on exertion,UMLS:C0032305,UMLS:C0231807
1198,,,UMLS:C0149758_poor dentition,UMLS:C0032305,UMLS:C0149758
1199,,,UMLS:C1096646_transaminitis,UMLS:C0032305,UMLS:C1096646
1200,,,UMLS:C0850149_non-productive cough,UMLS:C0032305,UMLS:C0850149
1201,,,UMLS:C0018681_headache,UMLS:C0032305,UMLS:C0018681
1202,,,UMLS:C0857516_floppy,UMLS:C0032305,UMLS:C0857516
1203,,,UMLS:C0233308_spontaneous rupture of membranes,UMLS:C0032305,UMLS:C0233308
1204,UMLS:C0019163_hepatitis B,111.0,UMLS:C0233467_inappropriate affect,UMLS:C0019163,UMLS:C0233467
1205,,,UMLS:C0231835_tachypnea,UMLS:C0019163,UMLS:C0231835
1206,,,UMLS:C0457096_yellow sputum,UMLS:C0019163,UMLS:C0457096
1207,,,UMLS:C0221151_projectile vomiting,UMLS:C0019163,UMLS:C0221151
1208,,,UMLS:C0576456_poor feeding,UMLS:C0019163,UMLS:C0576456
1209,,,UMLS:C0000737_pain abdominal,UMLS:C0019163,UMLS:C0000737
1210,,,UMLS:C0232498_abdominal tenderness,UMLS:C0019163,UMLS:C0232498
1211,,,UMLS:C0558195_wheelchair bound,UMLS:C0019163,UMLS:C0558195
1212,,,UMLS:C0859032_moan,UMLS:C0019163,UMLS:C0859032
1213,UMLS:C0030567_parkinson disease,108.0,UMLS:C1321756_achalasia,UMLS:C0030567,UMLS:C1321756
1214,,,UMLS:C0085639_fall,UMLS:C0030567,UMLS:C0085639
1215,,,UMLS:C0427008_stiffness,UMLS:C0030567,UMLS:C0427008
1216,,,UMLS:C0424092_withdraw,UMLS:C0030567,UMLS:C0424092
1217,,,UMLS:C0085631_agitation,UMLS:C0030567,UMLS:C0085631
1218,,,UMLS:C0018991_hemiplegia,UMLS:C0030567,UMLS:C0018991
1219,,,UMLS:C1299586_difficulty,UMLS:C0030567,UMLS:C1299586
1220,,,UMLS:C0241526_unresponsiveness,UMLS:C0030567,UMLS:C0241526
1221,,,UMLS:C0039070_syncope,UMLS:C0030567,UMLS:C0039070
1222,,,UMLS:C0427055_facial paresis,UMLS:C0030567,UMLS:C0427055
1223,,,UMLS:C0149746_orthostasis,UMLS:C0030567,UMLS:C0149746
1224,,,UMLS:C0233481_worry,UMLS:C0030567,UMLS:C0233481
1225,,,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy,UMLS:C0030567,UMLS:C0013144
1226,,,UMLS:C0018965_hematuria,UMLS:C0030567,UMLS:C0018965
1227,,,UMLS:C0040822_tremor,UMLS:C0030567,UMLS:C0040822
1228,,,UMLS:C0028081_night sweat,UMLS:C0030567,UMLS:C0028081
1229,,,UMLS:C0577559_mass of body structure,UMLS:C0030567,UMLS:C0577559
1230,UMLS:C0024299_lymphoma,105.0,UMLS:C0221198_lesion,UMLS:C0024299,UMLS:C0221198
1231,,,UMLS:C0015967_fever,UMLS:C0024299,UMLS:C0015967
1232,,,UMLS:C0221232_welt,UMLS:C0024299,UMLS:C0221232
1233,,,UMLS:C1096646_transaminitis,UMLS:C0024299,UMLS:C1096646
1234,,,UMLS:C0043096_decreased body weight,UMLS:C0024299,UMLS:C0043096
1235,,,UMLS:C0004134_ataxia,UMLS:C0024299,UMLS:C0004134
1236,,,UMLS:C0040264_tinnitus,UMLS:C0024299,UMLS:C0040264
1237,,,UMLS:C0020303_hydropneumothorax,UMLS:C0024299,UMLS:C0020303
1238,,,UMLS:C0429562_superimposition,UMLS:C0024299,UMLS:C0429562
1239,,,UMLS:C0019079_haemoptysis,UMLS:C0024299,UMLS:C0019079
1240,,,UMLS:C0015672_fatigue^UMLS:C0557875_tired,UMLS:C0024299,UMLS:C0015672
1241,,,UMLS:C0085602_polydypsia,UMLS:C0024299,UMLS:C0085602
1242,,,UMLS:C0241705_difficulty passing urine,UMLS:C0024299,UMLS:C0241705
1243,UMLS:C0020456_hyperglycemia,104.0,UMLS:C0234233_sore to touch,UMLS:C0020456,UMLS:C0234233
1244,,,UMLS:C0033774_pruritus,UMLS:C0020456,UMLS:C0033774
1245,,,UMLS:C0235129_feeling strange,UMLS:C0020456,UMLS:C0235129
1246,,,UMLS:C0241157_pustule,UMLS:C0020456,UMLS:C0241157
1247,,,UMLS:C0332601_cushingoid facies^UMLS:C0878661_cushingoid habitus,UMLS:C0020456,UMLS:C0332601
1248,,,UMLS:C0043096_decreased body weight,UMLS:C0020456,UMLS:C0043096
1249,,,UMLS:C0344315_mood depressed,UMLS:C0020456,UMLS:C0344315
1250,,,UMLS:C0239301_estrogen use,UMLS:C0020456,UMLS:C0239301
1251,,,UMLS:C0043144_wheezing,UMLS:C0020456,UMLS:C0043144
1252,,,UMLS:C0003962_ascites,UMLS:C0020456,UMLS:C0003962
1253,,,UMLS:C0036572_seizure,UMLS:C0020456,UMLS:C0036572
1254,UMLS:C0085584_encephalopathy,103.0,UMLS:C0242143_uncoordination,UMLS:C0085584,UMLS:C0242143
1255,,,UMLS:C0232766_asterixis,UMLS:C0085584,UMLS:C0232766
1256,,,UMLS:C0019080_haemorrhage,UMLS:C0085584,UMLS:C0019080
1257,,,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy,UMLS:C0085584,UMLS:C0013144
1258,,,UMLS:C0424530_absences finding,UMLS:C0085584,UMLS:C0424530
1259,,,UMLS:C0872410_posturing,UMLS:C0085584,UMLS:C0872410
1260,,,UMLS:C0236018_aura,UMLS:C0085584,UMLS:C0236018
1261,,,UMLS:C0270844_tonic seizures,UMLS:C0085584,UMLS:C0270844
1262,,,UMLS:C0742985_debilitation,UMLS:C0085584,UMLS:C0742985
1263,,,UMLS:C0239110_consciousness clear,UMLS:C0085584,UMLS:C0239110
1264,,,UMLS:C0241526_unresponsiveness,UMLS:C0085584,UMLS:C0241526
1265,,,UMLS:C0205400_thicken,UMLS:C0085584,UMLS:C0205400
1266,,,UMLS:C0086439_hypokinesia,UMLS:C0085584,UMLS:C0086439
1267,UMLS:C0040961_tricuspid valve insufficiency,101.0,UMLS:C0392680_shortness of breath,UMLS:C0040961,UMLS:C0392680
1268,,,UMLS:C0030193_pain,UMLS:C0040961,UMLS:C0030193
1269,,,UMLS:C0042963_vomiting,UMLS:C0040961,UMLS:C0042963
1270,,,UMLS:C0027497_nausea,UMLS:C0040961,UMLS:C0027497
1271,,,UMLS:C0428977_bradycardia,UMLS:C0040961,UMLS:C0428977
1272,,,UMLS:C0000737_pain abdominal,UMLS:C0040961,UMLS:C0000737
1273,,,UMLS:C0015967_fever,UMLS:C0040961,UMLS:C0015967
1274,,,UMLS:C0008767_cicatrisation,UMLS:C0040961,UMLS:C0008767
1275,,,UMLS:C0264576_mediastinal shift,UMLS:C0040961,UMLS:C0264576
1276,,,UMLS:C0338656_impaired cognition,UMLS:C0040961,UMLS:C0338656
1277,UMLS:C0002395_Alzheimer's disease,101.0,UMLS:C0013132_drool,UMLS:C0002395,UMLS:C0013132
1278,,,UMLS:C0085631_agitation,UMLS:C0002395,UMLS:C0085631
1279,,,UMLS:C0028084_nightmare,UMLS:C0002395,UMLS:C0028084
1280,,,UMLS:C0035508_rhonchus,UMLS:C0002395,UMLS:C0035508
1281,,,UMLS:C0239110_consciousness clear,UMLS:C0002395,UMLS:C0239110
1282,,,UMLS:C0235231_pin-point pupils,UMLS:C0002395,UMLS:C0235231
1283,,,UMLS:C0425251_bedridden^UMLS:C0741453_bedridden,UMLS:C0002395,UMLS:C0425251
1284,,,UMLS:C0871754_frail,UMLS:C0002395,UMLS:C0871754
1285,,,UMLS:C0234379_tremor resting,UMLS:C0002395,UMLS:C0234379
1286,,,UMLS:C0020461_hyperkalemia,UMLS:C0002395,UMLS:C0020461
1287,,,UMLS:C0427055_facial paresis,UMLS:C0002395,UMLS:C0427055
1288,,,UMLS:C0541992_groggy,UMLS:C0002395,UMLS:C0541992
1289,,,UMLS:C0231530_muscle twitch,UMLS:C0002395,UMLS:C0231530
1290,,,UMLS:C0558195_wheelchair bound,UMLS:C0002395,UMLS:C0558195
1291,,,UMLS:C0040822_tremor,UMLS:C0002395,UMLS:C0040822
1292,,,UMLS:C0010200_cough,UMLS:C0002395,UMLS:C0010200
1293,,,UMLS:C0015967_fever,UMLS:C0002395,UMLS:C0015967
1294,UMLS:C0006840_candidiasis^UMLS:C0006849_oral candidiasis,99.0,UMLS:C0011991_diarrhea,UMLS:C0006840,UMLS:C0011991
1295,,,UMLS:C0242429_throat sore,UMLS:C0006840,UMLS:C0242429
1296,,,UMLS:C0043096_decreased body weight,UMLS:C0006840,UMLS:C0043096
1297,,,UMLS:C0085593_chill,UMLS:C0006840,UMLS:C0085593
1298,,,UMLS:C0018681_headache,UMLS:C0006840,UMLS:C0018681
1299,,,UMLS:C0232498_abdominal tenderness,UMLS:C0006840,UMLS:C0232498
1300,,,UMLS:C0376405_patient non compliance,UMLS:C0006840,UMLS:C0376405
1301,,,UMLS:C0085636_photophobia,UMLS:C0006840,UMLS:C0085636
1302,,,UMLS:C0028081_night sweat,UMLS:C0006840,UMLS:C0028081
1303,,,UMLS:C0221150_painful swallowing,UMLS:C0006840,UMLS:C0221150
1304,,,UMLS:C0149758_poor dentition,UMLS:C0006840,UMLS:C0149758
1305,,,UMLS:C1096646_transaminitis,UMLS:C0006840,UMLS:C1096646
1306,,,UMLS:C0850149_non-productive cough,UMLS:C0006840,UMLS:C0850149
1307,,,UMLS:C0559546_adverse reaction^UMLS:C0879626_adverse effect,UMLS:C0006840,UMLS:C0559546
1308,,,UMLS:C1291077_abdominal bloating,UMLS:C0006840,UMLS:C1291077
1309,UMLS:C0442874_neuropathy,99.0,UMLS:C0004093_asthenia,UMLS:C0442874,UMLS:C0004093
1310,,,UMLS:C0028643_numbness,UMLS:C0442874,UMLS:C0028643
1311,,,UMLS:C0027498_nausea and vomiting,UMLS:C0442874,UMLS:C0027498
1312,,,UMLS:C0541798_awakening early,UMLS:C0442874,UMLS:C0541798
1313,,,UMLS:C0020303_hydropneumothorax,UMLS:C0442874,UMLS:C0020303
1314,,,UMLS:C0429562_superimposition,UMLS:C0442874,UMLS:C0429562
1315,,,UMLS:C0231230_fatigability,UMLS:C0442874,UMLS:C0231230
1316,,,UMLS:C0232726_tenesmus,UMLS:C0442874,UMLS:C0232726
1317,,,UMLS:C0030193_pain,UMLS:C0442874,UMLS:C0030193
1318,,,UMLS:C0232854_slowing of urinary stream,UMLS:C0442874,UMLS:C0232854
1319,UMLS:C0022658_kidney disease,96.0,UMLS:C0392680_shortness of breath,UMLS:C0022658,UMLS:C0392680
1320,,,UMLS:C0020461_hyperkalemia,UMLS:C0022658,UMLS:C0020461
1321,,,UMLS:C0008031_pain chest,UMLS:C0022658,UMLS:C0008031
1322,,,UMLS:C0015967_fever,UMLS:C0022658,UMLS:C0015967
1323,,,UMLS:C0232995_gravida 0,UMLS:C0022658,UMLS:C0232995
1324,,,UMLS:C0151706_bleeding of vagina,UMLS:C0022658,UMLS:C0151706
1325,UMLS:C0023267_fibroid tumor,96.0,UMLS:C0233071_para 2,UMLS:C0023267,UMLS:C0233071
1326,,,UMLS:C0019080_haemorrhage,UMLS:C0023267,UMLS:C0019080
